sample_i,training_step,batch_i,dynamics_size_mass_bin,dynamics_thrust_to_weight_bin,dynamics_torque_to_inertia_bin,dynamics_motor_delay_bin,dynamics_curve_shape_bin,dynamics_group_key,rejected_before_accept,mass,thrust_to_weight_ratio,torque_to_inertia_ratio,sampled_tau_rise,sampled_tau_fall,sampled_curve_shape,rotor_torque_constant,inertia_trace,thrust_scale,torque_scale,sampled_parameters_inside_allowed_ranges
3467,866,3,3,2,0,2,1,905,0,0.214611,3.4234,109.702,0.0695897,0.189307,0.337159,0.017994,0.00467104,16.3612,3.85723,true
3468,867,0,0,3,0,2,1,201,0,0.021524,4.76038,211.865,0.066451,0.202815,0.378638,0.0268537,0.00015806,2.28177,5.75643,true
3469,867,1,1,3,0,2,1,457,0,0.0912017,4.5252,90.9752,0.0677402,0.215213,0.306621,0.015854,0.00236376,9.1907,3.39849,true
3470,867,2,2,3,0,2,1,713,0,0.170568,4.75384,126.205,0.0665971,0.206646,0.413254,0.0209865,0.00421612,18.0572,4.49872,true
3471,867,3,3,3,0,2,1,969,0,0.230819,4.77914,145.537,0.0687763,0.228312,0.414316,0.0225104,0.00550272,24.5656,4.82537,true
3472,868,0,0,0,1,2,1,25,0,0.0419052,1.76068,330.141,0.0693201,0.177039,0.433315,0.0147605,9.22267e-05,1.64307,3.16409,true
3473,868,1,1,0,1,2,1,281,0,0.0842079,2.36681,470.327,0.0754755,0.185058,0.302292,0.022689,0.000214813,4.43838,4.86366,true
3474,868,2,2,0,1,2,1,537,0,0.185695,1.62296,477.088,0.0795957,0.227745,0.480632,0.0272262,0.000432286,6.71143,5.83627,true
3475,868,3,3,0,1,2,1,793,0,0.22305,1.9274,614.2,0.0716969,0.230411,0.34469,0.0348055,0.00049527,9.57373,7.46099,true
3476,869,0,0,1,1,2,1,89,0,0.0221676,2.445,453.175,0.0677904,0.170307,0.367761,0.0228313,3.93863e-05,1.20699,4.89416,true
3477,869,1,1,1,1,2,1,345,0,0.129206,2.67189,354.931,0.0678746,0.229561,0.374386,0.015358,0.000577231,7.68792,3.29217,true
3478,869,2,2,1,1,2,1,601,0,0.167406,3.00286,339.718,0.0670965,0.173675,0.445144,0.0157697,0.000971256,11.1947,3.38044,true
3479,869,3,3,1,1,2,1,857,0,0.243104,2.40582,588.867,0.0735671,0.219075,0.364682,0.0332899,0.000726219,13.0246,7.13609,true
3480,870,0,0,2,1,2,1,153,0,0.0352674,3.80925,595.861,0.076279,0.170712,0.283517,0.0320063,8.51761e-05,2.99172,6.86095,true
3481,870,1,1,2,1,2,1,409,0,0.106913,4.04001,455.912,0.0743378,0.182488,0.370936,0.0231151,0.000527472,9.6188,4.955,true
3482,870,2,2,2,1,2,1,665,0,0.162353,3.62237,510.409,0.0783623,0.226338,0.496551,0.0301696,0.000756372,13.0966,6.46723,true
3483,870,3,3,2,1,2,1,921,0,0.217479,3.30847,462.348,0.0781897,0.223186,0.432155,0.0249919,0.00111163,16.0233,5.35732,true
3484,871,0,0,3,1,2,1,217,0,0.0331868,4.82888,474.394,0.073085,0.177994,0.46236,0.0266061,0.000129736,3.56878,5.70334,true
3485,871,1,1,3,1,2,1,473,0,0.0920067,4.79217,423.062,0.0650588,0.191352,0.286251,0.018661,0.000542328,9.81883,4.00021,true
3486,871,2,2,3,1,2,1,729,0,0.151465,4.56954,520.309,0.0737444,0.205774,0.380249,0.0283209,0.000833391,15.4132,6.07094,true
3487,871,3,3,3,1,2,1,985,0,0.225131,4.25436,432.133,0.0800559,0.187742,0.455637,0.023176,0.0016092,21.3294,4.96805,true
3488,872,0,0,0,2,2,1,41,0,0.0593673,2.31376,736.788,0.0777113,0.172743,0.273545,0.0202159,8.361e-05,3.05896,4.33353,true
3489,872,1,1,0,2,2,1,297,0,0.10564,1.59276,888.061,0.0688964,0.198638,0.454621,0.0360268,0.000106873,3.74702,7.72279,true
3490,872,2,2,0,2,2,1,553,0,0.137285,1.95726,632.358,0.0708998,0.180012,0.354675,0.013939,0.000256285,5.98385,2.988,true
3491,872,3,3,0,2,2,1,809,0,0.206352,1.92838,820.761,0.076596,0.179459,0.342316,0.0282784,0.000334106,8.86151,6.06182,true
3492,873,0,0,1,2,2,1,105,0,0.0631985,2.61563,747.149,0.0728809,0.22026,0.363719,0.0230487,0.000103227,3.68121,4.94077,true
3493,873,1,1,1,2,2,1,361,0,0.105815,2.90915,681.81,0.0684474,0.198238,0.417817,0.0191965,0.000252919,6.8552,4.115,true
3494,873,2,2,1,2,2,1,617,0,0.161044,2.96681,693.903,0.0772416,0.196633,0.285378,0.0171548,0.000431729,10.64,3.67735,true
3495,873,3,3,1,2,2,1,873,0,0.212552,3.2148,835.583,0.0663568,0.219874,0.437661,0.0315736,0.000580342,15.2169,6.7682,true
3496,874,0,0,2,2,2,1,169,0,0.0229528,3.66342,773.83,0.0779563,0.191809,0.468965,0.0274868,3.69544e-05,1.87254,5.89213,true
3497,874,1,1,2,2,2,1,425,0,0.085061,3.31247,858.184,0.0678814,0.209113,0.445624,0.0335063,0.00017198,6.27465,7.1825,true
3498,874,2,2,2,2,2,1,681,0,0.147838,3.92214,837.681,0.0788883,0.200794,0.451903,0.0320569,0.000436491,12.9127,6.87179,true
3499,874,3,3,2,2,2,1,937,0,0.193857,3.99368,820.436,0.0705982,0.220547,0.497719,0.0317497,0.000657338,17.241,6.80595,true
3500,875,0,0,3,2,2,1,233,0,0.0363265,4.28928,673.873,0.0786961,0.200094,0.341887,0.0168723,8.92957e-05,3.46989,3.61678,true
3501,875,1,1,3,2,2,1,489,0,0.124118,4.47193,847.461,0.0808602,0.19074,0.2964,0.0293169,0.000377381,12.3605,6.28443,true
3502,875,2,2,3,2,2,1,745,0,0.167488,4.84071,683.274,0.0817534,0.226779,0.368617,0.0182031,0.000766907,18.0551,3.90206,true
3503,875,3,3,3,2,2,1,1001,0,0.231989,4.46096,638.675,0.0671543,0.196335,0.35413,0.0144168,0.00116393,23.0464,3.09043,true
3504,876,0,0,0,3,2,1,57,0,0.0528146,1.93964,1010.05,0.0808757,0.202908,0.441873,0.022705,4.52881e-05,2.2813,4.86709,true
3505,876,1,1,0,3,2,1,313,0,0.0943285,1.94222,940.493,0.0736563,0.166864,0.449401,0.0174774,0.000105698,4.0799,3.74649,true
3506,876,2,2,0,3,2,1,569,0,0.16413,2.22153,1153.46,0.0743027,0.226714,0.271456,0.0299973,0.000198882,8.11988,6.43028,true
3507,876,3,3,0,3,2,1,825,0,0.214706,1.5297,1059.95,0.0686819,0.183288,0.336938,0.0242152,0.000216137,7.31406,5.19082,true
3508,877,0,0,1,3,2,1,121,0,0.047476,2.40313,987.609,0.0791922,0.18568,0.272743,0.0171581,4.80806e-05,2.54073,3.67805,true
3509,877,1,1,1,3,2,1,377,0,0.101987,3.22473,1142.61,0.0674105,0.230429,0.388159,0.0317806,0.000158311,7.32394,6.81256,true
3510,877,2,2,1,3,2,1,633,0,0.146914,2.70826,1017.91,0.0748172,0.19287,0.334472,0.0208982,0.000240136,8.86057,4.4798,true
3511,877,3,3,1,3,2,1,889,0,0.222928,2.41621,1140.41,0.0750731,0.166625,0.279132,0.0291568,0.000329626,11.9952,6.25012,true
3512,878,0,0,2,3,2,1,185,0,0.0210164,3.31566,1040.94,0.0766119,0.171806,0.467451,0.0256767,2.21004e-05,1.5518,5.50411,true
3513,878,1,1,2,3,2,1,441,0,0.105483,3.85243,957.77,0.0768584,0.176688,0.387609,0.0174275,0.00023597,9.04948,3.7358,true
3514,878,2,2,2,3,2,1,697,0,0.182873,3.83086,989.554,0.0815291,0.165183,0.252386,0.0168509,0.000459919,15.6011,3.61221,true
3515,878,3,3,2,3,2,1,953,0,0.227151,3.65423,1115.71,0.0816612,0.203971,0.45555,0.0312097,0.000541754,18.4849,6.69019,true
3516,879,0,0,3,3,2,1,249,0,0.0247152,4.63917,926.147,0.0693068,0.201089,0.387087,0.0149622,4.24433e-05,2.55337,3.20733,true
3517,879,1,1,3,3,2,1,505,0,0.0809997,4.46187,1056.15,0.0689501,0.188235,0.484136,0.027232,0.000177721,8.04838,5.83751,true
3518,879,2,2,3,3,2,1,761,0,0.157141,4.80384,955.753,0.0813589,0.203533,0.378069,0.0170563,0.000500715,16.8108,3.65623,true
3519,879,3,3,3,3,2,1,1017,0,0.21135,4.45128,1044.33,0.0676279,0.169017,0.483202,0.0262939,0.000643981,20.9506,5.63641,true
3520,880,0,0,0,0,3,1,13,0,0.0398157,2.30699,314.86,0.0991738,0.299055,0.470478,0.0369111,0.000119246,2.04554,7.91235,true
3521,880,1,1,0,0,3,1,269,0,0.0893146,2.21837,136.68,0.0869382,0.29155,0.338525,0.0201178,0.000755068,4.4123,4.3125,true
3522,880,2,2,0,0,3,1,525,0,0.161039,2.23872,233.151,0.0866538,0.278417,0.379775,0.0285307,0.000988668,8.02859,6.11592,true
3523,880,3,3,0,0,3,1,781,0,0.216028,1.67442,186.528,0.0878327,0.237945,0.488502,0.0273598,0.00139793,8.05533,5.86491,true
3524,881,0,0,1,0,3,1,77,0,0.0238285,2.49368,171.689,0.0913861,0.26715,0.373442,0.0236197,0.000116889,1.32326,5.06318,true
3525,881,1,1,1,0,3,1,333,0,0.114435,2.82724,107.52,0.0990753,0.281192,0.44682,0.0202921,0.00174043,7.20493,4.34985,true
3526,881,2,2,1,0,3,1,589,0,0.184146,3.0884,262.554,0.0908496,0.267632,0.320455,0.0294774,0.00143064,12.6649,6.31883,true
3527,881,3,3,1,0,3,1,845,0,0.248945,2.40114,293.113,0.0934973,0.253754,0.437902,0.0344909,0.0015256,13.3115,7.39354,true
3528,882,0,0,2,0,3,1,141,0,0.0491991,4.07692,191.625,0.0861982,0.256771,0.292546,0.0233463,0.000442692,4.46681,5.00456,true
3529,882,1,1,2,0,3,1,397,0,0.084764,3.51552,250.638,0.0902062,0.25311,0.410919,0.0305883,0.000617684,6.63604,6.55697,true
3530,882,2,2,2,0,3,1,653,0,0.162944,4.11772,68.0905,0.0853706,0.243969,0.499686,0.0184224,0.00648051,14.9418,3.94906,true
3531,882,3,3,2,0,3,1,909,0,0.221992,3.93029,110.67,0.0860195,0.268252,0.451296,0.0206371,0.00569216,19.4299,4.42382,true
3532,883,0,0,3,0,3,1,205,0,0.0536724,4.26389,126.331,0.0881843,0.252561,0.34383,0.0194343,0.000797134,5.09641,4.16597,true
3533,883,1,1,3,0,3,1,461,0,0.107781,4.21246,153.265,0.0891766,0.292644,0.471857,0.0244045,0.00168802,10.1108,5.23141,true
3534,883,2,2,3,0,3,1,717,0,0.179077,4.24977,276.036,0.0915988,0.293789,0.33746,0.030906,0.00181043,16.9478,6.62508,true
3535,883,3,3,3,0,3,1,973,0,0.194993,4.3168,265.942,0.0828693,0.27841,0.387135,0.0312405,0.00216023,18.7451,6.69679,true
3536,884,0,0,0,1,3,1,29,0,0.0547088,1.80454,449.862,0.0944041,0.263526,0.384505,0.022951,9.80007e-05,2.19853,4.91984,true
3537,884,1,1,0,1,3,1,285,0,0.126893,1.89402,426.601,0.0839009,0.259609,0.310283,0.0194763,0.000327966,5.35217,4.17498,true
3538,884,2,2,0,1,3,1,541,0,0.164738,1.93684,402.483,0.0884278,0.254988,0.443876,0.0206109,0.000517429,7.10552,4.41821,true
3539,884,3,3,0,1,3,1,797,0,0.249067,1.54484,462.365,0.0940765,0.268084,0.45052,0.0254064,0.000624235,8.56854,5.44618,true
3540,885,0,0,1,1,3,1,93,0,0.0645348,2.7166,557.588,0.0981614,0.260205,0.41397,0.031972,0.00014925,3.90415,6.8536,true
3541,885,1,1,1,1,3,1,349,0,0.114612,2.93559,359.973,0.0892908,0.247938,0.445035,0.0173388,0.000540686,7.4926,3.71678,true
3542,885,2,2,1,1,3,1,605,0,0.153591,2.58982,406.353,0.0862468,0.273174,0.442651,0.0208836,0.00062401,8.85816,4.47666,true
3543,885,3,3,1,1,3,1,861,0,0.226744,2.69274,614.504,0.0888035,0.253576,0.380376,0.035632,0.000712113,13.5968,7.63816,true
3544,886,0,0,2,1,3,1,157,0,0.0622453,3.46106,609.717,0.0974767,0.270438,0.332975,0.0341941,0.000162986,4.7976,7.32993,true
3545,886,1,1,2,1,3,1,413,0,0.097363,3.68375,419.501,0.0946841,0.269259,0.289843,0.0184655,0.000453714,7.98715,3.9583,true
3546,886,2,2,2,1,3,1,669,0,0.150691,3.56729,514.696,0.0976747,0.280834,0.27989,0.0256273,0.000639785,11.9711,5.49354,true
3547,886,3,3,2,1,3,1,925,0,0.205652,3.92074,517.436,0.0881389,0.238738,0.326302,0.0268842,0.00106909,17.956,5.76297,true
3548,887,0,0,3,1,3,1,221,0,0.0695481,4.15526,433.454,0.0929837,0.277804,0.470523,0.0236134,0.000328208,6.43564,5.06182,true
3549,887,1,1,3,1,3,1,477,0,0.0809711,4.76529,580.97,0.0987669,0.285892,0.310038,0.0314477,0.00033284,8.59266,6.7412,true
3550,887,2,2,3,1,3,1,733,0,0.142131,4.412,426.539,0.0940099,0.264478,0.252338,0.0181677,0.000878109,13.9647,3.89448,true
3551,887,3,3,3,1,3,1,989,0,0.233266,4.17553,508.406,0.0845797,0.256136,0.410372,0.0280752,0.00139464,21.6906,6.01827,true
3552,888,0,0,0,2,3,1,45,0,0.0508832,1.95799,758.524,0.0950636,0.242582,0.335569,0.0232978,5.66803e-05,2.21867,4.99417,true
3553,888,1,1,0,2,3,1,301,0,0.0785883,1.54914,806.685,0.0870831,0.261895,0.430902,0.0291794,7.67662e-05,2.71118,6.25497,true
3554,888,2,2,0,2,3,1,557,0,0.180008,1.91752,752.047,0.0906194,0.236999,0.420368,0.0247033,0.000307085,7.68669,5.29546,true
3555,888,3,3,0,2,3,1,813,0,0.215661,1.81704,656.513,0.0898153,0.235166,0.320961,0.0150545,0.000415588,8.72659,3.22712,true
3556,889,0,0,1,2,3,1,109,0,0.0234311,2.40921,738.27,0.0977353,0.252447,0.467954,0.0247051,2.61783e-05,1.25712,5.29584,true
3557,889,1,1,1,2,3,1,365,0,0.11499,2.71648,799.341,0.0863168,0.283849,0.347324,0.0267292,0.000221837,6.95624,5.72973,true
3558,889,2,2,1,2,3,1,621,0,0.157877,2.45437,674.329,0.0836511,0.266088,0.396247,0.0181308,0.000366213,8.62911,3.88655,true
3559,889,3,3,1,2,3,1,877,0,0.227901,2.42795,654.597,0.0962647,0.251813,0.487123,0.0186445,0.00062014,12.3224,3.99668,true
3560,890,0,0,2,2,3,1,173,0,0.0308917,3.3928,783.054,0.0952146,0.286268,0.321576,0.0248862,4.87667e-05,2.33404,5.33466,true
3561,890,1,1,2,2,3,1,429,0,0.121724,3.91968,674.715,0.0855362,0.2509,0.349279,0.0171039,0.000409282,10.6252,3.66644,true
3562,890,2,2,2,2,3,1,685,0,0.169839,3.61641,811.228,0.0899969,0.26875,0.3912,0.0286387,0.000493907,13.678,6.13905,true
3563,890,3,3,2,2,3,1,941,0,0.245719,3.47784,646.904,0.0951256,0.286781,0.481666,0.0179248,0.000992678,19.0308,3.84241,true
3564,891,0,0,3,2,3,1,237,0,0.024236,4.65255,791.627,0.0967987,0.242315,0.276735,0.0245424,4.74198e-05,2.51107,5.26097,true
3565,891,1,1,3,2,3,1,493,0,0.0917478,4.40571,733.402,0.0929825,0.262442,0.418313,0.0232105,0.000294439,9.00159,4.97545,true
3566,891,2,2,3,2,3,1,749,0,0.178033,4.22003,808.581,0.0832408,0.240953,0.302539,0.0264384,0.000604562,16.731,5.6674,true
3567,891,3,3,3,2,3,1,1005,0,0.207732,4.89212,807.964,0.0889659,0.261212,0.478752,0.0303553,0.000893186,22.6312,6.50703,true
3568,892,0,0,0,3,3,1,61,0,0.048309,2.33086,1189.96,0.0875007,0.27398,0.477523,0.0374654,4.13123e-05,2.50757,8.03117,true
3569,892,1,1,0,3,3,1,317,0,0.126653,1.91572,1103.39,0.0854331,0.288214,0.259838,0.0258505,0.000126589,5.40328,5.54138,true
3570,892,2,2,0,3,3,1,573,0,0.172761,1.7707,1086.11,0.098313,0.276285,0.330149,0.0260918,0.000182476,6.81238,5.59311,true
3571,892,3,3,0,3,3,1,829,0,0.230334,1.77933,966.458,0.0919377,0.249735,0.302691,0.0161909,0.000300664,9.12688,3.47072,true
3572,893,0,0,1,3,3,1,125,0,0.0598484,2.72013,998.133,0.0868683,0.285311,0.276827,0.0180665,7.33932e-05,3.62535,3.87278,true
3573,893,1,1,1,3,3,1,381,0,0.119953,2.65065,1099.92,0.0911865,0.271417,0.29568,0.0263882,0.000164651,7.0806,5.65663,true
3574,893,2,2,1,3,3,1,637,0,0.160318,2.39895,1002.36,0.099214,0.233741,0.39985,0.0211623,0.000245963,8.5647,4.53639,true
3575,893,3,3,1,3,3,1,893,0,0.237382,2.68781,1168.15,0.0972516,0.25215,0.292853,0.0316177,0.000390364,14.2087,6.77765,true
3576,894,0,0,2,3,3,1,189,0,0.0511563,4.09454,1008.05,0.0846382,0.240377,0.489346,0.0236178,9.2685e-05,4.66457,5.06276,true
3577,894,1,1,2,3,3,1,445,0,0.131108,3.89165,990.763,0.0841449,0.29727,0.421382,0.0207471,0.000310076,11.3624,4.4474,true
3578,894,2,2,2,3,3,1,701,0,0.171667,3.68337,1070.91,0.0924868,0.242408,0.463568,0.0279147,0.000392265,14.0812,5.98385,true
3579,894,3,3,2,3,3,1,957,0,0.219357,3.43043,1166.86,0.0912956,0.252851,0.255231,0.0306717,0.000445397,16.7575,6.57486,true
3580,895,0,0,3,3,3,1,253,0,0.0206409,4.2624,1129.97,0.0982252,0.286813,0.340935,0.0297374,2.49001e-05,1.95925,6.37458,true
3581,895,1,1,3,3,3,1,509,0,0.0939473,4.29938,1111.27,0.0955828,0.270857,0.481216,0.031443,0.00019822,8.99494,6.74019,true
3582,895,2,2,3,3,3,1,765,0,0.159961,4.64886,1125.93,0.0826528,0.252726,0.295229,0.0283957,0.000414039,16.5603,6.08696,true
3583,895,3,3,3,3,3,1,1021,0,0.232884,4.45629,1135.18,0.0982087,0.285626,0.497876,0.0336732,0.000677006,23.1112,7.21826,true
3584,896,0,0,0,0,0,2,2,0,0.0520067,1.54898,43.8299,0.0451589,0.059335,0.709113,0.0212522,0.000860656,1.79396,4.55567,true
3585,896,1,1,0,0,0,2,258,0,0.085479,1.57573,238.16,0.0333499,0.0706943,0.555988,0.0328842,0.000303349,2.99949,7.04913,true
3586,896,2,2,0,0,0,2,514,0,0.18192,1.73349,254.283,0.0438082,0.0709265,0.654536,0.0363525,0.000872325,7.02278,7.7926,true
3587,896,3,3,0,0,0,2,770,0,0.19511,1.79478,223.991,0.0324624,0.0902811,0.53267,0.0312602,0.001099,7.79826,6.70101,true
3588,897,0,0,1,0,0,2,66,0,0.0293338,3.23907,251.224,0.0416697,0.0648737,0.558819,0.0339615,0.000142105,2.1159,7.28007,true
3589,897,1,1,1,0,0,2,322,0,0.0775427,2.87909,122.91,0.0347088,0.0774034,0.505646,0.0228097,0.000933743,4.97169,4.88955,true
3590,897,2,2,1,0,0,2,578,0,0.187203,2.74183,251.941,0.0437238,0.0916826,0.713415,0.0374955,0.00146328,11.4304,8.03762,true
3591,897,3,3,1,0,0,2,834,0,0.232557,2.89978,247.977,0.0389629,0.0453022,0.730723,0.0375774,0.00210669,15.0177,8.05518,true
3592,898,0,0,2,0,0,2,130,0,0.0634962,3.81699,76.399,0.0350425,0.0878743,0.725431,0.0241463,0.00159269,5.39729,5.17605,true
3593,898,1,1,2,0,0,2,386,0,0.125267,3.46271,233.833,0.0397087,0.0579525,0.634275,0.0343099,0.00114767,9.65961,7.35475,true
3594,898,2,2,2,0,0,2,642,0,0.160737,4.10293,276.177,0.0319951,0.0967997,0.692627,0.0389082,0.00162366,14.6865,8.34044,true
3595,898,3,3,2,0,0,2,898,0,0.218567,4.07784,323.919,0.0316381,0.0681234,0.592659,0.040363,0.00203281,19.8483,8.65231,true
3596,899,0,0,3,0,0,2,194,0,0.0687551,4.83032,114.143,0.0346661,0.0475782,0.734485,0.0272784,0.00150263,7.39585,5.84746,true
3597,899,1,1,3,0,0,2,450,0,0.112701,4.61883,263.22,0.0328709,0.0650239,0.539223,0.0344513,0.00115928,11.5922,7.38507,true
3598,899,2,2,3,0,0,2,706,0,0.18504,4.14037,94.4607,0.0306572,0.0450317,0.730698,0.0256661,0.00582211,17.0613,5.50184,true
3599,899,3,3,3,0,0,2,962,0,0.237932,4.85403,54.66,0.0412795,0.035986,0.652299,0.0208141,0.0162461,25.7196,4.46177,true
3600,900,0,0,0,1,0,2,18,0,0.0368611,2.33397,404.037,0.0376061,0.0650465,0.6016,0.0242802,8.70663e-05,1.91589,5.20476,true
3601,900,1,1,0,1,0,2,274,0,0.120445,2.04394,524.055,0.0437106,0.0859424,0.539076,0.0321852,0.00028154,5.48234,6.89929,true
3602,900,2,2,0,1,0,2,530,0,0.165058,1.69379,379.075,0.045128,0.0476555,0.743195,0.0255294,0.000510848,6.22593,5.47255,true
3603,900,3,3,0,1,0,2,786,0,0.24032,1.61302,566.159,0.0459275,0.038453,0.605677,0.0369504,0.000523422,8.6325,7.92078,true
3604,901,0,0,1,1,0,2,82,0,0.0673274,2.71066,358.359,0.0328978,0.0660567,0.571838,0.0200666,0.000253059,4.06419,4.30153,true
3605,901,1,1,1,1,0,2,338,0,0.123866,2.47523,480.635,0.0367491,0.0780329,0.723242,0.0329601,0.000399994,6.82771,7.0654,true
3606,901,2,2,1,1,0,2,594,0,0.136272,2.90788,475.449,0.0392298,0.0555221,0.522412,0.0280391,0.000518769,8.82454,6.01052,true
3607,901,3,3,1,1,0,2,850,0,0.216972,3.05134,400.927,0.0368797,0.0928416,0.526516,0.0223495,0.00120118,14.7435,4.7909,true
3608,902,0,0,2,1,0,2,146,0,0.0383616,3.46631,409.115,0.0300374,0.0382722,0.640807,0.0255564,0.000135715,2.96123,5.47833,true
3609,902,1,1,2,1,0,2,402,0,0.12015,3.54075,473.613,0.0472304,0.0951718,0.700134,0.0318954,0.000555087,9.47382,6.83716,true
3610,902,2,2,2,1,0,2,658,0,0.158815,3.94804,381.125,0.0355803,0.0864246,0.661829,0.0238577,0.00110752,13.9631,5.1142,true
3611,902,3,3,2,1,0,2,914,0,0.218002,3.73793,477.224,0.0417222,0.0585725,0.582191,0.0295219,0.00125782,18.1468,6.32837,true
3612,903,0,0,3,1,0,2,210,0,0.0679188,4.97324,339.927,0.0359867,0.0465447,0.564154,0.0184636,0.000494454,7.52207,3.95791,true
3613,903,1,1,3,1,0,2,466,0,0.100314,4.50071,471.203,0.0314909,0.0586983,0.705515,0.0318295,0.000558123,10.0542,6.82304,true
3614,903,2,2,3,1,0,2,722,0,0.142931,4.22283,498.466,0.0304077,0.0935072,0.586047,0.0312567,0.000775463,13.4412,6.70025,true
3615,903,3,3,3,1,0,2,978,0,0.228574,4.42705,377.849,0.0349318,0.0366791,0.601921,0.0222556,0.00201192,22.5345,4.77076,true
3616,904,0,0,0,2,0,2,34,0,0.074053,2.11328,781.258,0.0388864,0.0758026,0.622253,0.0315121,0.000103767,3.48505,6.75501,true
3617,904,1,1,0,2,0,2,290,0,0.127559,2.11067,791.303,0.0306267,0.0746346,0.717495,0.0344344,0.000215211,5.99568,7.38143,true
3618,904,2,2,0,2,0,2,546,0,0.191451,2.08032,731.953,0.040921,0.0841489,0.597401,0.0271275,0.00038499,8.8694,5.81512,true
3619,904,3,3,0,2,0,2,802,0,0.245951,2.35172,720.694,0.034191,0.0514542,0.596428,0.0262321,0.000617181,12.8808,5.62317,true
3620,905,0,0,1,2,0,2,98,0,0.0367226,2.69745,621.722,0.0347052,0.0367592,0.737387,0.0217248,6.67976e-05,2.20594,4.65698,true
3621,905,1,1,1,2,0,2,354,0,0.096909,2.79546,714.411,0.0356421,0.0307043,0.66693,0.0273309,0.000216738,6.03288,5.85872,true
3622,905,2,2,1,2,0,2,610,0,0.165213,3.12016,794.142,0.0456355,0.0412944,0.643657,0.0329933,0.00044122,11.4797,7.07252,true
3623,905,3,3,1,2,0,2,866,0,0.204625,2.39081,865.817,0.0369862,0.0570762,0.658821,0.0388955,0.000413674,10.8946,8.33772,true
3624,906,0,0,2,2,0,2,162,0,0.0423165,3.59464,654.977,0.0340827,0.0699065,0.60507,0.0213278,9.94996e-05,3.38744,4.57189,true
3625,906,1,1,2,2,0,2,418,0,0.134687,3.94987,630.997,0.0447007,0.0709773,0.61002,0.0195787,0.00053185,11.8472,4.19693,true
3626,906,2,2,2,2,0,2,674,0,0.172818,3.32798,822.392,0.0379559,0.0837078,0.63651,0.0350243,0.000481873,12.8079,7.5079,true
3627,906,3,3,2,2,0,2,930,0,0.208796,3.66737,750.708,0.0459818,0.0490596,0.540215,0.027296,0.000734524,17.0523,5.85123,true
3628,907,0,0,3,2,0,2,226,0,0.0749523,4.74665,694.639,0.0368747,0.0450923,0.618395,0.0247049,0.000266187,7.92282,5.29579,true
3629,907,1,1,3,2,0,2,482,0,0.131702,4.33019,835.175,0.0351564,0.0694081,0.734749,0.0382265,0.000437987,12.7001,8.19432,true
3630,907,2,2,3,2,0,2,738,0,0.192392,4.45506,748.483,0.0415419,0.0694117,0.684687,0.0303739,0.000825444,19.0874,6.51102,true
3631,907,3,3,3,2,0,2,994,0,0.221994,4.77479,767.995,0.0424251,0.0483846,0.503319,0.0278071,0.00100698,23.605,5.96079,true
3632,908,0,0,0,3,0,2,50,0,0.0766413,2.10531,1049.94,0.045999,0.0419628,0.703282,0.0316811,8.18008e-05,3.59324,6.79123,true
3633,908,1,1,0,3,0,2,306,0,0.117158,1.55391,1120.58,0.0351193,0.0922692,0.748511,0.0381795,0.000100484,4.05423,8.18424,true
3634,908,2,2,0,3,0,2,562,0,0.14216,1.76091,959.882,0.0393167,0.0766075,0.653087,0.0235646,0.000168914,5.57468,5.05136,true
3635,908,3,3,0,3,0,2,818,0,0.206413,1.8116,925.096,0.0389689,0.0828274,0.708495,0.0221124,0.000299651,8.32735,4.74007,true
3636,909,0,0,1,3,0,2,114,0,0.0246904,2.68102,941.092,0.0439872,0.0736913,0.73863,0.0240314,2.58405e-05,1.47413,5.15143,true
3637,909,1,1,1,3,0,2,370,0,0.122585,2.98512,955.317,0.0372377,0.0337867,0.68309,0.0238855,0.000237519,8.14907,5.12015,true
3638,909,2,2,1,3,0,2,626,0,0.175824,2.73148,1095.97,0.0468705,0.0596393,0.640162,0.0338324,0.000303896,10.6951,7.25238,true
3639,909,3,3,1,3,0,2,882,0,0.228739,2.76519,1196.3,0.0340152,0.0960268,0.549359,0.0395737,0.000393205,14.0855,8.4831,true
3640,910,0,0,2,3,0,2,178,0,0.0434492,3.29524,1042.93,0.0473739,0.0725146,0.658685,0.0301343,5.99591e-05,3.18842,6.45966,true
3641,910,1,1,2,3,0,2,434,0,0.117366,3.90617,967.652,0.039952,0.0959312,0.632322,0.0237002,0.000286712,10.2094,5.08043,true
3642,910,2,2,2,3,0,2,690,0,0.179283,3.88772,1189.26,0.0466905,0.0587902,0.570921,0.0395125,0.000403585,15.5218,8.47,true
3643,910,3,3,2,3,0,2,946,0,0.224273,3.79428,1129.44,0.0336771,0.0354708,0.612253,0.0358013,0.000563585,18.9502,7.67444,true
3644,911,0,0,3,3,0,2,242,0,0.060012,4.73754,1097.24,0.0340208,0.0901093,0.527057,0.0313862,0.000122818,6.33139,6.72801,true
3645,911,1,1,3,3,0,2,498,0,0.129351,4.95167,1137.16,0.0442191,0.0791008,0.654863,0.0373586,0.000353633,14.2636,8.00826,true
3646,911,2,2,3,3,0,2,754,0,0.154132,4.52231,919.807,0.0320858,0.0530597,0.629507,0.0199248,0.000501929,15.5225,4.27113,true
3647,911,3,3,3,3,0,2,1010,0,0.21446,4.75303,1134.22,0.0468233,0.0522313,0.574839,0.0353301,0.000657462,22.7,7.57345,true
